,name,rating,rating_count,industry,reviews,salaries,interviews,jobs,benefits,photos
242,Hindustan Coca Cola Beverages,4.0,(3.4k),Beverage | Bengaluru +262 other locations,3.4k,7.8k,179,61,377,4
243,UBS,3.8,(3.4k),Financial Services | Pune +19 other locations,3.4k,32.1k,374,--,117,11
244,DTDC Express,3.7,(3.4k),Logistics | New Delhi +271 other locations,3.4k,8.8k,195,31,263,2
245,IndusInd Nippon Life Insurance,3.4,(3.4k),Mumbai +488 other locations,3.4k,4.1k,171,1,229,13
246,Bajaj General Insurance Limited,3.7,(3.4k),Insurance | Pune +303 other locations,3.4k,10.8k,141,232,236,9
247,ABB,4.0,(3.4k),Industrial Machinery | Bengaluru +109 other locations,3.4k,18k,293,3k,346,5
248,Ford Motor,4.2,(3.4k),Automobile | Chennai +131 other locations,3.4k,15.3k,176,3,398,12
249,Barclays,3.7,(3.3k),Banking | Pune +35 other locations,3.3k,32.4k,316,--,253,28
250,Ceat Tyres,3.9,(3.3k),Auto Components | Nagpur +142 other locations,3.3k,13.1k,212,13,346,8
251,HARMAN,3.8,(3.3k),Consumer Electronics & Appliances | Bengaluru +42 other locations,3.3k,24.1k,292,94,100,3
252,RSPL Group,4.0,(3.3k),FMCG | Kanpur +256 other locations,3.3k,9.6k,258,17,293,8
253,AGS Health,4.0,(3.3k),Analytics & KPO | Chennai +65 other locations,3.3k,14.6k,212,58,272,--
254,TVS Credit Services Ltd,4.2,(3.3k),NBFC | Chennai +435 other locations,3.3k,7.2k,157,26,194,6
255,NatWest Group,4.0,(3.3k),Banking | Gurugram +28 other locations,3.3k,21.1k,234,49,363,9
256,Croma,3.8,(3.3k),Retail | Mumbai +192 other locations,3.3k,9.2k,185,26,186,9
257,InterGlobe Aviation,3.5,(3.2k),Aviation | New Delhi +105 other locations,3.2k,13.4k,372,60,315,5
258,Alstom Transportation,3.7,(3.2k),Engineering & Construction | Bengaluru +80 other locations,3.2k,15.1k,278,234,174,8
259,Niva Bupa Health Insurance Company,4.0,(3.2k),Insurance | New Delhi +321 other locations,3.2k,8.3k,378,8,119,13
260,Conduent,3.4,(3.2k),BPO | Bengaluru +34 other locations,3.2k,16.9k,234,340,366,11
261,Indian Air Force,4.6,(3.2k),Defence & Aerospace | New Delhi +134 other locations,3.2k,5.4k,83,--,354,--
262,GeBBS Healthcare Solutions,3.7,(3.2k),BPO | Mumbai +24 other locations,3.2k,11.2k,184,82,291,11
263,Tata Technologies,3.4,(3.2k),Engineering & Construction | Pune +58 other locations,3.2k,22.9k,308,132,308,14
264,Tata AIG,4.0,(3.2k),Insurance | Mumbai +260 other locations,3.2k,11.5k,193,64,245,6
265,Allcargo Logistics,3.8,(3.2k),Logistics | Mumbai +175 other locations,3.2k,7.1k,138,23,335,10
266,UPL,4.1,(3.2k),Agro Chemicals | Ankleshwar +185 other locations,3.2k,11.2k,218,47,292,2
267,Max Healthcare,3.9,(3.1k),Healthcare | New Delhi +78 other locations,3.1k,10.5k,187,137,276,26
268,Marpu Foundation,4.9,(3.1k),Non-Profit | Hyderabad +61 other locations,3.1k,60,265,--,8,5
269,PepsiCo,4.1,(3.1k),Food Processing | Hyderabad +279 other locations,3.1k,13.8k,238,220,244,18
270,Amazon Transportation Services,4.2,(3.1k),Logistics | Hyderabad +226 other locations,3.1k,8.4k,256,--,246,23
271,Titan Company,4.2,(3.1k),Retail | Bengaluru +185 other locations,3.1k,9.6k,202,104,332,15
272,Dilip Buildcon,3.9,(3.1k),Engineering & Construction | Bhopal +229 other locations,3.1k,8.2k,188,20,298,26
273,Walmart,3.5,(3.1k),Retail | Bengaluru +91 other locations,3.1k,22.8k,440,195,320,12
274,Mankind Pharma,3.8,(3.1k),Pharma | New Delhi +247 other locations,3.1k,9.5k,255,8,247,14
275,Jindal Stainless,4.2,(3.1k),Iron & Steel | Jajpur +78 other locations,3.1k,11.5k,315,81,186,12
276,Varroc Group,3.6,(3.1k),Auto Components | Pune +62 other locations,3.1k,9.5k,221,47,230,5
277,S&P Global,4.0,(3.1k),Analytics & KPO | Hyderabad +47 other locations,3.1k,20.5k,330,597,212,--
278,MSN Laboratories,3.6,(3.1k),Pharma | Hyderabad +105 other locations,3.1k,9.5k,172,26,155,7
279,Societe Generale Global Solution Centre,3.6,(3k),IT Services & Consulting | Bengaluru +23 other locations,3k,23k,296,79,293,--
280,Sagility,3.9,(3k),BPO | Bengaluru +27 other locations,3k,12k,247,102,36,84
281,Quest Global,3.5,(3k),IT Services & Consulting | Bengaluru +49 other locations,3k,21.4k,361,160,191,11
282,Afcons Infrastructure,4.2,(3k),Engineering & Construction | Mumbai +122 other locations,3k,8.5k,266,29,309,14
283,Future Group,4.2,(3k),Retail | Mumbai +207 other locations,3k,6.7k,84,--,423,3
284,Torrent Pharmaceuticals,4.0,(3k),Pharma | Ahmedabad +130 other locations,3k,10.3k,170,30,310,3
285,Ola Electric Mobility,3.3,(3k),Automobile | Bengaluru +429 other locations,3k,9.5k,304,--,76,27
286,IDFC FIRST Bharat,4.2,(3k),Financial Services | Chennai +428 other locations,3k,5k,151,7,71,2
287,Square Yards,3.6,(3k),Internet | Gurugram +51 other locations,3k,9.3k,229,57,232,37
288,ESAF Small Finance Bank,3.6,(3k),Banking | Thrissur +446 other locations,3k,7.5k,168,38,104,23
289,HDFC Sales,3.9,(3k),Financial Services | Mumbai +346 other locations,3k,8.3k,190,9,190,2
290,CMS IT Services,3.1,(3k),IT Services & Consulting | Mumbai +152 other locations,3k,9.4k,158,29,193,7
291,Zensar Technologies,3.7,(3k),IT Services & Consulting | Pune +29 other locations,3k,25.6k,278,379,243,24
292,I Process Services,3.8,(2.9k),Recruitment | Mumbai +406 other locations,2.9k,5.4k,134,--,127,4
293,ACC,3.9,(2.9k),Building Material | Mumbai +274 other locations,2.9k,9k,234,--,271,5
294,DS Group,4.1,(2.9k),FMCG | Noida +282 other locations,2.9k,7.6k,219,42,207,7
295,Suzlon Group,4.0,(2.9k),Power | Pune +141 other locations,2.9k,7.9k,177,20,322,5
296,Tata Elxsi,3.5,(2.9k),IT Services & Consulting | Bengaluru +30 other locations,2.9k,23.1k,341,38,202,8
297,Eternal Limited,3.6,(2.9k),Internet | Gurugram +220 other locations,2.9k,14.6k,362,10,218,12
298,Bharat Financial Inclusion,3.7,(2.9k),Financial Services | Hyderabad +501 other locations,2.9k,5.1k,125,3,174,22
299,VVDN Technologies,3.6,(2.9k),IT Services & Consulting | Gurugram +49 other locations,2.9k,13.7k,259,12,127,12
300,Fujitsu,3.8,(2.9k),IT Services & Consulting | Pune +41 other locations,2.9k,17.4k,214,128,190,19
301,Indus Towers,3.6,(2.9k),Telecom | Gurugram +242 other locations,2.9k,9.1k,226,45,202,11
302,Shoppers Stop,4.0,(2.9k),Retail | Mumbai +82 other locations,2.9k,6.9k,144,51,320,10
303,Nokia,4.0,(2.9k),Telecom | Bengaluru +167 other locations,2.9k,16.5k,322,176,539,15
304,Apollo Tyres,4.0,(2.9k),Auto Components | Chennai +179 other locations,2.9k,9.9k,152,--,320,7
305,Yazaki,3.9,(2.9k),Auto Components | Pune +94 other locations,2.9k,9k,183,--,253,2
306,IKS Health,3.6,(2.9k),Healthcare | Mumbai +31 other locations,2.9k,11.3k,265,27,225,14
307,Shree Cement,3.8,(2.8k),Building Material | Beawar +257 other locations,2.8k,9.7k,224,6,214,15
308,Fiserv,2.9,(2.8k),FinTech | Pune +33 other locations,2.8k,17.7k,194,13,311,11
309,Britannia,4.0,(2.8k),FMCG | Pune +307 other locations,2.8k,8.4k,231,13,245,8
310,UnitedHealth,4.0,(2.8k),Healthcare | Hyderabad +18 other locations,2.8k,14.2k,84,--,432,--
311,Zepto,3.5,(2.8k),Internet | Bengaluru +104 other locations,2.8k,9.4k,448,37,29,13
312,Landmark Group,3.8,(2.8k),Retail | Bengaluru +175 other locations,2.8k,9.4k,176,8,267,9
313,SRF,4.1,(2.8k),Chemicals | Bharuch +68 other locations,2.8k,8.9k,209,12,248,5
314,Tata Electronics,3.9,(2.8k),Semiconductors | Hosur +50 other locations,2.8k,11.4k,260,70,61,6
315,Dalmia Bharat Cement,3.9,(2.8k),Building Material | Guwahati +254 other locations,2.8k,4.8k,201,2,243,16
316,Kansai Nerolac Paints,3.8,(2.7k),Chemicals | Mumbai +253 other locations,2.7k,7.7k,192,69,189,6
317,Blue Dart Express Ltd,3.9,(2.7k),Logistics | Mumbai +279 other locations,2.7k,6.9k,129,23,233,9
318,Exide Industries,3.4,(2.7k),Auto Components | Kolkata +201 other locations,2.7k,8.7k,215,75,242,6
319,Nestlé,3.8,(2.7k),FMCG | Gurugram +281 other locations,2.7k,9.9k,285,15,319,19
320,Shell,3.9,(2.7k),Oil & Gas | Bengaluru +91 other locations,2.7k,14.1k,237,71,257,8
321,Whitehat jr,3.3,(2.7k),EdTech | Mumbai +48 other locations,2.7k,9.4k,265,--,944,3
322,KPMG Global Services,3.5,(2.7k),Management Consulting | Bengaluru +37 other locations,2.7k,24.1k,258,20,6,--
323,ZS,3.1,(2.7k),Management Consulting | Pune +17 other locations,2.7k,20.4k,525,260,261,18
324,Flex,3.9,(2.7k),Electronics Manufacturing | Chennai +46 other locations,2.7k,15.8k,213,60,439,14
325,Micro Labs,3.6,(2.7k),Pharma | Bengaluru +152 other locations,2.7k,9.8k,152,20,205,2
326,Star Health & Allied Insurance,3.5,(2.7k),Insurance | Chennai +331 other locations,2.7k,10.2k,156,17,164,16
327,TVS Supply Chain Solutions,3.8,(2.7k),Logistics | Chennai +154 other locations,2.7k,8.5k,158,15,191,21
328,ElasticRun,3.6,(2.7k),Logistics | Pune +387 other locations,2.7k,6.2k,274,1,224,45
329,Capita,3.5,(2.7k),BPO | Pune +31 other locations,2.7k,12.9k,165,54,330,3
330,KFintech,3.4,(2.6k),Financial Services | Hyderabad +113 other locations,2.6k,11.1k,173,--,47,2
331,G4S,4.0,(2.6k),Law Enforcement & Security | Gurugram +164 other locations,2.6k,5.1k,128,723,236,15
332,Voltas,4.0,(2.6k),Consumer Electronics & Appliances | Mumbai +207 other locations,2.6k,8.6k,176,9,257,1
333,Exl India,3.5,(2.6k),Logistics | New Delhi +45 other locations,2.6k,15.7k,130,1,163,1
334,Blue Star,4.1,(2.6k),Consumer Electronics & Appliances | Mumbai +147 other locations,2.6k,9.8k,198,31,237,18
335,Sonalika Tractors,3.6,(2.6k),Automobile | Hoshiarpur +194 other locations,2.6k,9k,171,2,173,4
336,Ajanta Pharma,3.9,(2.6k),Pharma | Mumbai +118 other locations,2.6k,8.9k,166,9,214,10
337,BlackBuck,3.7,(2.6k),Internet | Bengaluru +365 other locations,2.6k,6.3k,213,17,245,13
338,Care Health Insurance,3.6,(2.6k),Insurance | Gurugram +246 other locations,2.6k,8.6k,161,55,166,2
339,Domino's Pizza,3.9,(2.6k),Hospitality | New Delhi +251 other locations,2.6k,4.3k,125,--,392,16
340,Movate,3.1,(2.6k),IT Services & Consulting | Chennai +38 other locations,2.6k,14.9k,294,73,2,24
341,Gallagher,3.7,(2.6k),Insurance | Bengaluru +29 other locations,2.6k,14.2k,270,115,120,1
342,Physicswallah,3.6,(2.6k),EdTech | Noida +126 other locations,2.6k,8.4k,278,216,20,11
343,NoBroker,3.0,(2.6k),Internet | Bengaluru +47 other locations,2.6k,10.7k,283,326,352,25
344,Fortis Healthcare,4.0,(2.6k),Healthcare | New Delhi +70 other locations,2.6k,7.6k,192,797,139,3
345,Adani Power,3.7,(2.6k),Power | Mundra +128 other locations,2.6k,9.8k,314,--,162,9
346,Himalaya Wellness,4.0,(2.5k),Pharma | Bengaluru +241 other locations,2.5k,6.1k,148,43,255,7
347,DBS Bank,3.7,(2.5k),Banking | Hyderabad +177 other locations,2.5k,13.2k,194,181,192,11
348,Foxconn,3.9,(2.5k),Electronics Manufacturing | Chennai +61 other locations,2.5k,10.6k,231,19,171,3
349,ACT Fibernet,3.9,(2.5k),Telecom | Hyderabad +57 other locations,2.5k,7.8k,159,144,255,16
350,Tata Advanced Systems,3.7,(2.5k),Defence & Aerospace | Bengaluru +58 other locations,2.5k,12.8k,187,--,132,6
351,Foundever,3.3,(2.5k),BPO | Hyderabad +22 other locations,2.5k,8.8k,180,87,199,14
352,Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.5k),Healthcare | Hyderabad +46 other locations,2.5k,3.5k,145,27,36,4
353,Photon Interactive,4.1,(2.5k),IT Services & Consulting | Chennai +19 other locations,2.5k,7.4k,133,786,123,--
354,BT Group,3.8,(2.5k),Telecom | Gurugram +25 other locations,2.5k,11.5k,227,4,264,23
355,Sterlite Technologies,3.8,(2.5k),Hardware & Networking | Chhatrapati Sambhajinagar +101 other locations,2.5k,10k,182,118,208,10
356,Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances | Mumbai +234 other locations,2.5k,7.5k,152,20,289,6
357,V-Mart,4.1,(2.5k),Retail | Gurugram +284 other locations,2.5k,4.4k,192,19,210,15
358,Alldigi Tech,3.9,(2.5k),BPO | Chennai +36 other locations,2.5k,7.5k,234,44,112,33
359,IntouchCX,2.7,(2.5k),BPO | Hyderabad +22 other locations,2.5k,10k,240,229,146,17
360,Sammaan Capital Limited,3.8,(2.5k),NBFC | Gurugram +201 other locations,2.5k,5.8k,113,6,118,2
361,Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery | Chennai +192 other locations,2.5k,8.4k,136,15,275,9
362,Northern Trust Operating Services,3.6,(2.5k),Financial Services | Bengaluru +27 other locations,2.5k,17.3k,242,49,225,13
363,Laurus Labs,4.3,(2.5k),Pharma | Visakhapatnam +34 other locations,2.5k,7.3k,155,7,206,11
364,JCB,3.9,(2.5k),Industrial Machinery | Pune +113 other locations,2.5k,9.5k,168,--,233,7
365,Parle Agro,3.9,(2.5k),Beverage | Mumbai +258 other locations,2.5k,6.7k,147,--,212,--
366,Canara HSBC Life Insurance,3.6,(2.4k),Insurance | Gurugram +318 other locations,2.4k,6.3k,138,7,168,9
367,Planet Spark,3.8,(2.4k),EdTech | Gurugram +61 other locations,2.4k,3.5k,593,74,191,1
368,McDonald's,3.8,(2.4k),Hospitality | New Delhi +151 other locations,2.4k,4.9k,155,4,410,6
369,Patanjali Ayurved,3.9,(2.4k),FMCG | Haridwar +301 other locations,2.4k,5.8k,137,--,248,3
370,ICICI Securities,3.9,(2.4k),Financial Services | Mumbai +148 other locations,2.4k,9.6k,198,1,184,4
371,Paras Hospital,4.1,(2.4k),Healthcare | Patna +62 other locations,2.4k,3.2k,99,86,126,43
372,Statestreet HCL Services,3.4,(2.4k),BPO | Chennai +18 other locations,2.4k,13.6k,219,--,201,--
373,Hero FinCorp,3.9,(2.4k),NBFC | New Delhi +393 other locations,2.4k,5.7k,122,80,129,2
374,Emcure Pharmaceuticals,3.6,(2.4k),Pharma | Pune +116 other locations,2.4k,8.4k,125,59,233,13
375,Biocon Limited,4.1,(2.4k),Biotechnology | Bengaluru +65 other locations,2.4k,11.6k,187,8,2,1
376,Intellect Design Arena,3.6,(2.4k),Software Product | Chennai +40 other locations,2.4k,13.5k,182,19,118,8
377,Mahindra Rural Housing Finance,4.0,(2.4k),NBFC | Mumbai +463 other locations,2.4k,4.8k,104,15,180,6
378,Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality | Mumbai +113 other locations,2.4k,5.9k,127,56,202,16
379,Datamatics Global Services,3.4,(2.4k),IT Services & Consulting | Mumbai +37 other locations,2.4k,11.7k,180,66,183,5
380,Adani Group,3.8,(2.4k),Power | Ahmedabad +197 other locations,2.4k,11k,293,768,101,8
381,CorroHealth Infotech,3.6,(2.4k),Analytics & KPO | Hyderabad +35 other locations,2.4k,7.5k,281,58,9,18
382,Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality | Mumbai +110 other locations,2.4k,4.8k,160,414,178,5
383,Axis Direct,3.6,(2.4k),Financial Services | Mumbai +271 other locations,2.4k,4.7k,87,45,226,--
384,Aditya Birla Group,4.1,(2.4k),Metals & Mining | Mumbai +269 other locations,2.4k,10k,242,8,248,15
385,Cadila Pharmaceuticals,3.3,(2.4k),Pharma | Ahmedabad +134 other locations,2.4k,8k,158,93,167,13
386,3i Infotech,3.4,(2.4k),IT Services & Consulting | Mumbai +129 other locations,2.4k,10.7k,165,76,149,3
387,Cholamandalam MS General Insurance,3.7,(2.4k),Insurance | Chennai +388 other locations,2.4k,6k,115,--,166,4
388,Syngene International,3.8,(2.4k),Clinical Research | Bengaluru +21 other locations,2.4k,12.6k,191,2,216,16
389,Info Edge,3.9,(2.3k),Internet | Noida +69 other locations,2.3k,11.3k,380,367,298,28
390,Capgemini Engineering,3.4,(2.3k),IT Services & Consulting | Bengaluru +28 other locations,2.3k,14.3k,397,--,139,4
391,Bureau Veritas,3.8,(2.3k),Other | Mumbai +146 other locations,2.3k,8.1k,143,9,176,12
392,KocharTech,3.6,(2.3k),IT Services & Consulting | Kolkata +25 other locations,2.3k,3.7k,81,22,582,6
393,Delhi Public School,3.8,(2.3k),Education & Training | New Delhi +275 other locations,2.3k,5.3k,156,170,258,8
394,TaskUs,3.0,(2.3k),BPO | Indore +35 other locations,2.3k,9.4k,223,314,118,10
395,Aavas Financiers,4.0,(2.3k),NBFC | Jaipur +294 other locations,2.3k,5.7k,121,47,138,7
396,Cybage,3.8,(2.3k),IT Services & Consulting | Pune +15 other locations,2.3k,17.2k,213,25,268,4
397,RMSI,3.6,(2.3k),IT Services & Consulting | Hyderabad +25 other locations,2.3k,8.9k,195,15,184,4
398,Xoriant,4.1,(2.3k),IT Services & Consulting | Pune +23 other locations,2.3k,11.8k,234,46,413,48
399,Straive,3.3,(2.3k),IT Services & Consulting | Chennai +31 other locations,2.3k,10.2k,221,101,122,15
400,Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma | Haridwar +38 other locations,2.3k,6.3k,330,16,147,22
401,Sopra Steria,3.9,(2.3k),IT Services & Consulting | Noida +20 other locations,2.3k,14k,184,84,240,8
402,Lifestyle,4.2,(2.3k),Retail | Bengaluru +129 other locations,2.3k,6.7k,83,19,278,10
403,Kia India,4.0,(2.3k),Automobile | Anantapur +188 other locations,2.3k,8.2k,178,79,166,14
404,GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit | Lucknow +213 other locations,2.3k,4.6k,117,61,176,7
405,Eureka Forbes,3.7,(2.3k),Consumer Electronics & Appliances | Mumbai +184 other locations,2.3k,5.6k,91,7,227,5
406,Sobha,3.8,(2.3k),Real Estate | Bengaluru +38 other locations,2.3k,8.4k,165,57,220,9
407,Apollo Pharmacy,3.6,(2.3k),Pharma | Hyderabad +285 other locations,2.3k,6.9k,186,1k,128,6
408,Lodha,4.1,(2.2k),Real Estate | Mumbai +30 other locations,2.2k,8.7k,172,172,173,8
409,Unacademy,2.9,(2.2k),EdTech | Bengaluru +73 other locations,2.2k,10.2k,239,43,153,41
410,Radisson Hotels,4.0,(2.2k),Hospitality | New Delhi +128 other locations,2.2k,5.1k,104,354,312,12
411,Myntra,3.9,(2.2k),Internet | Bengaluru +103 other locations,2.2k,10.5k,339,36,305,37
412,Endurance Technologies Limited,3.9,(2.2k),Auto Components | Chhatrapati Sambhajinagar +51 other locations,2.2k,7.8k,137,15,230,1
413,SBI Securities,3.6,(2.2k),Financial Services | Mumbai +317 other locations,2.2k,6.7k,184,42,105,21
414,Team Computers,3.6,(2.2k),IT Services & Consulting | New Delhi +106 other locations,2.2k,8.5k,200,166,115,1
415,TCE,3.8,(2.2k),Engineering & Construction | Mumbai +132 other locations,2.2k,9.5k,293,24,165,9
416,Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances | Haridwar +168 other locations,2.2k,6.8k,96,21,105,6
417,GAO Tek,4.5,(2.2k),Electrical Equipment | New York +41 other locations,2.2k,259,560,--,26,1
418,AWL Agri Business,4.0,(2.2k),FMCG | Ahmedabad +201 other locations,2.2k,6.8k,133,13,171,8
419,Newgen Software Technologies,4.0,(2.2k),IT Services & Consulting | Noida +32 other locations,2.2k,11.5k,203,56,147,8
420,Newgen Software Technologies,4.0,(2.2k),IT Services & Consulting | Noida +32 other locations,2.2k,11.5k,203,56,147,8
421,Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance | Mumbai +319 other locations,2.2k,5.2k,135,15,95,23
422,Daikin Airconditioning India Pvt. Ltd.,4.2,(2.2k),Consumer Electronics & Appliances | Neemrana +109 other locations,2.2k,7.8k,205,--,144,2
423,Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances | Pune +175 other locations,2.2k,8k,119,15,202,9
424,Indian Railways,4.2,(2.2k),Railways | Kolkata +249 other locations,2.2k,3.5k,113,1,159,17
425,Cisco,4.1,(2.2k),Hardware & Networking | Bengaluru +46 other locations,2.2k,18.7k,413,186,223,19
426,Bharti AXA Life Insurance,3.6,(2.2k),Insurance | Mumbai +243 other locations,2.2k,5.2k,149,34,170,10
427,SBI General Insurance,3.6,(2.2k),Insurance | Mumbai +289 other locations,2.2k,6.4k,129,31,132,6
428,GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma | Bengaluru +217 other locations,2.2k,5.7k,126,34,112,1
429,BNP Paribas,3.7,(2.2k),Banking | Mumbai +27 other locations,2.2k,18.3k,214,19,174,8
430,Renault Nissan Technology & Business Centre India,3.7,(2.2k),Automobile | Chennai +19 other locations,2.2k,14.4k,153,20,210,--
431,Coromandel International,4.1,(2.2k),Agro Chemicals | Visakhapatnam +183 other locations,2.2k,7.6k,126,16,218,3
432,Meesho,3.7,(2.2k),Internet | Bengaluru +133 other locations,2.2k,9.5k,426,186,297,13
433,Nokia Networks,4.1,(2.2k),Hardware & Networking | Chennai +87 other locations,2.2k,10.4k,126,--,10,--
434,Shahi Exports,3.9,(2.2k),Fashion & Textile | Bengaluru +72 other locations,2.2k,6.9k,125,34,228,25
435,Sify Technologies,3.6,(2.2k),IT Services & Consulting | Chennai +133 other locations,2.2k,9.9k,148,46,152,4
436,ValueLabs,3.5,(2.2k),IT Services & Consulting | Hyderabad +20 other locations,2.2k,16.1k,217,74,266,11
437,Ambuja Cements,3.8,(2.1k),Building Material | Mumbai +259 other locations,2.1k,6.1k,162,--,211,6
438,Allstate,3.6,(2.1k),Insurance | Pune +17 other locations,2.1k,12.2k,155,16,186,6
439,Bank of Baroda,3.5,(2.1k),Banking | Mumbai +300 other locations,2.1k,7k,119,--,150,15
440,Microsoft Corporation,3.8,(2.1k),Software Product | Bengaluru +47 other locations,2.1k,29.7k,619,--,196,7
441,Life Insurance Corporation of India,4.4,(2.1k),Insurance | New Delhi +470 other locations,2.1k,4.6k,98,2,242,21
442,Brakes India,3.9,(2.1k),Auto Components | Chennai +100 other locations,2.1k,7.2k,104,5,212,2
443,Huawei Technologies,4.0,(2.1k),Telecom | Bengaluru +104 other locations,2.1k,7.9k,119,34,288,1
444,BHEL,4.2,(2.1k),Electrical Equipment | Bengaluru +129 other locations,2.1k,5.2k,136,--,231,9
445,Cargill,3.9,(2.1k),Food Processing | Bengaluru +122 other locations,2.1k,8.5k,111,313,148,7
446,Spark Minda,3.8,(2.1k),Auto Components | Pune +75 other locations,2.1k,7.2k,160,9,36,18
447,upGrad,3.3,(2.1k),EdTech | Bengaluru +49 other locations,2.1k,9.3k,217,65,125,18
448,Mercedes-Benz Research and Development India,3.6,(2.1k),IT Services & Consulting | Bengaluru +52 other locations,2.1k,17.8k,208,327,195,7
449,Poonawalla Fincorp,3.5,(2.1k),NBFC | Pune +262 other locations,2.1k,5.9k,83,19,129,--
